User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Environmental_Temperature,BMR
15874362,male,42,190.0,88.0,3.0,83.0,38.9,10.0,42.71,1668.089
15569252,female,62,159.0,59.0,29.0,106.0,41.2,195.0,23.9,1217.288
15615743,male,38,171.0,75.0,2.0,81.0,38.2,5.0,42.71,1506.3359999999998
13363046,male,20,183.0,88.0,16.0,97.0,40.5,69.0,21.5,1741.663
17572853,female,25,160.0,59.0,24.0,102.0,40.3,136.0,-0.95,1380.596
17157339,female,24,165.0,59.0,18.0,91.0,40.2,80.0,2.41,1400.4159999999997
18328111,female,42,165.0,68.0,22.0,93.0,40.8,107.0,21.7,1405.699
19303479,male,22,182.0,84.0,29.0,114.0,41.0,200.0,23.9,1692.9170000000001
10699201,female,74,158.0,59.0,10.0,93.0,39.6,56.0,42.71,1162.2299999999998
15283313,female,70,154.0,59.0,10.0,88.0,40.0,50.0,42.71,1167.158
16324247,female,26,182.0,80.0,21.0,96.0,40.5,100.0,-6.75,1638.6090000000002
14277710,male,44,184.0,86.0,25.0,114.0,40.8,200.0,23.9,1622.347
10888188,male,61,183.0,86.0,1.0,81.0,38.3,4.0,42.71,1545.6390000000001
13379795,female,68,157.0,57.0,13.0,92.0,40.1,70.0,37.87,1166.618
17181524,female,61,176.0,70.0,20.0,104.0,40.5,127.0,0.24,1376.0009999999997
15988442,male,63,179.0,80.0,25.0,108.0,40.8,197.0,23.9,1469.105
19538533,female,54,171.0,66.0,20.0,98.0,40.1,113.0,5.33,1353.8329999999999
14591877,female,54,169.0,66.0,3.0,80.0,38.9,11.0,42.71,1347.637
14274480,female,47,155.0,55.0,16.0,93.0,40.5,82.0,1.89,1232.858
16818429,male,33,184.0,86.0,8.0,86.0,39.9,26.0,42.71,1669.9769999999999
17476522,female,24,171.0,66.0,24.0,105.0,40.6,141.0,38.22,1483.7329999999997
16369885,male,24,195.0,98.0,20.0,96.0,40.6,92.0,8.71,1853.989
17816292,male,48,152.0,59.0,2.0,79.0,38.0,5.0,42.71,1256.222
15995398,male,35,193.0,93.0,10.0,83.0,39.7,30.0,42.71,1753.928
17615432,male,21,168.0,71.0,3.0,78.0,38.5,3.0,42.71,1533.664
10146087,female,21,179.0,73.0,9.0,90.0,39.6,37.0,42.71,1586.236
17967445,female,22,158.0,62.0,25.0,105.0,40.6,147.0,23.9,1415.1309999999999
19670291,female,69,174.0,69.0,2.0,80.0,38.1,8.0,42.71,1325.9180000000001
10580576,male,53,191.0,101.0,21.0,106.0,40.7,159.0,8.22,1743.7679999999998
15854213,female,68,155.0,58.0,15.0,100.0,40.3,93.0,21.33,1169.669
11138472,female,69,164.0,65.0,23.0,113.0,40.4,173.0,12.0,1257.9499999999998
18276801,male,28,198.0,101.0,19.0,95.0,40.6,89.0,0.58,1873.704
13823902,male,70,188.0,89.0,7.0,82.0,39.3,31.0,42.71,1549.9
19222133,female,36,170.0,64.0,9.0,84.0,39.6,35.0,42.71,1410.181
13231909,female,77,177.0,80.0,16.0,98.0,40.6,94.0,29.78,1402.289
12726617,female,32,167.0,63.0,9.0,99.0,39.7,49.0,42.71,1408.96
12538968,female,62,185.0,77.0,13.0,84.0,40.4,54.0,13.02,1464.2820000000002
10941668,female,64,151.0,56.0,20.0,97.0,40.4,117.0,26.75,1156.103
12628985,male,45,175.0,79.0,27.0,104.0,40.6,173.0,23.9,1525.406
17691320,male,45,158.0,61.0,20.0,97.0,40.7,99.0,29.8,1306.294
17822027,female,22,177.0,71.0,10.0,93.0,39.8,45.0,42.71,1557.2160000000001
13777657,male,45,169.0,69.0,22.0,113.0,40.6,166.0,2.22,1414.348
19423359,female,66,174.0,69.0,28.0,111.0,40.9,202.0,23.9,1338.9080000000001
14701930,male,31,182.0,83.0,20.0,101.0,40.9,107.0,34.66,1644.7
11513205,female,57,163.0,68.0,29.0,109.0,40.7,199.0,23.9,1334.553
11842710,male,53,192.0,93.0,5.0,90.0,39.1,25.0,42.71,1672.89
12576313,female,22,179.0,67.0,8.0,77.0,39.5,23.0,42.71,1526.4240000000002
12367125,male,67,192.0,92.0,24.0,108.0,40.7,200.0,36.85,1603.0230000000001
16913504,female,27,168.0,64.0,2.0,76.0,38.2,6.0,42.71,1442.955
19439155,male,57,178.0,83.0,2.0,79.0,38.1,7.0,42.71,1519.728
16137644,female,49,168.0,68.0,20.0,99.0,40.6,113.0,18.83,1384.683
11622081,female,39,168.0,63.0,29.0,108.0,40.7,188.0,23.9,1381.748
17374074,male,47,165.0,72.0,20.0,96.0,40.3,103.0,20.65,1421.037
19096890,male,62,197.0,101.0,17.0,103.0,40.3,128.0,38.14,1723.386
19628507,male,41,187.0,89.0,23.0,99.0,40.7,130.0,19.45,1672.372
16918679,female,34,144.0,50.0,7.0,83.0,39.3,27.0,42.71,1208.8349999999998
11194130,female,40,163.0,62.0,27.0,111.0,41.2,185.0,23.9,1352.6809999999998
18863486,female,55,155.0,57.0,11.0,92.0,39.8,57.0,16.86,1216.712
11754581,male,44,189.0,88.0,13.0,94.0,40.0,65.0,29.12,1656.331
15161631,female,45,160.0,60.0,16.0,99.0,40.4,91.0,34.01,1303.243
18735761,female,49,164.0,64.0,19.0,105.0,40.4,120.0,-6.29,1335.3029999999999
15878611,female,46,166.0,68.0,12.0,101.0,40.1,70.0,13.34,1391.477
19249559,male,25,202.0,100.0,9.0,94.0,39.8,39.0,42.71,1889.839
15469030,male,68,171.0,80.0,22.0,95.0,40.5,136.0,-4.26,1422.6709999999998
11157560,female,25,169.0,64.0,14.0,101.0,40.2,77.0,15.61,1454.7130000000002
19576971,female,31,174.0,67.0,9.0,93.0,39.5,42.0,42.71,1471.964
15048071,male,57,184.0,91.0,7.0,95.0,39.2,41.0,42.71,1612.292
18707469,female,27,159.0,59.0,14.0,88.0,39.9,59.0,13.58,1368.838
12598637,male,40,201.0,98.0,24.0,110.0,40.7,179.0,8.47,1803.2969999999998
14342169,female,57,171.0,74.0,2.0,73.0,38.6,6.0,42.71,1414.819
19208771,female,23,155.0,62.0,5.0,74.0,39.2,13.0,42.71,1401.507
11790318,male,23,189.0,87.0,23.0,110.0,40.0,147.0,29.71,1738.0140000000001
11756583,male,43,183.0,88.0,26.0,107.0,40.7,180.0,23.9,1642.0729999999999
16417986,male,74,201.0,107.0,14.0,96.0,40.1,101.0,5.33,1739.2999999999997
13065142,female,45,158.0,53.0,23.0,106.0,40.7,150.0,31.28,1232.318
10481882,female,31,165.0,60.0,25.0,115.0,40.8,179.0,23.9,1379.353
19521409,male,21,195.0,93.0,6.0,93.0,39.2,23.0,42.71,1820.744
15862346,male,50,190.0,96.0,3.0,80.0,38.3,10.0,42.71,1707.4250000000002
12234447,male,39,175.0,74.0,9.0,93.0,39.5,39.0,42.71,1505.1510000000003
14624633,male,57,169.0,81.0,30.0,112.0,40.9,247.0,23.9,1473.3519999999999
17074274,female,26,159.0,53.0,19.0,92.0,40.5,89.0,-1.93,1317.6860000000001
17636190,male,34,181.0,83.0,25.0,102.0,40.9,141.0,23.9,1628.6119999999999
14345479,female,55,160.0,62.0,4.0,87.0,39.1,18.0,42.71,1278.437
11772472,female,52,171.0,67.0,15.0,89.0,40.6,70.0,21.3,1371.74
19087162,male,21,188.0,90.0,29.0,110.0,40.8,185.0,23.9,1771.317
15875055,female,20,136.0,45.0,11.0,94.0,40.1,54.0,34.4,1198.4360000000001
10939512,female,79,152.0,60.0,29.0,107.0,40.8,207.0,23.9,1131.239
13616455,male,21,189.0,91.0,27.0,114.0,41.0,189.0,23.9,1783.6619999999998
19118405,male,50,171.0,74.0,2.0,82.0,38.1,6.0,42.71,1445.129
10503799,female,29,180.0,76.0,12.0,97.0,39.9,60.0,13.48,1582.4350000000002
16572590,male,22,194.0,92.0,6.0,92.0,39.0,23.0,42.71,1804.069
17336010,female,28,158.0,60.0,27.0,113.0,40.8,186.0,23.9,1370.657
15483091,male,38,188.0,93.0,28.0,104.0,40.9,178.0,23.9,1725.448
10006441,male,23,169.0,73.0,25.0,102.0,40.7,122.0,23.9,1546.5960000000002
13075455,female,68,159.0,68.0,24.0,108.0,40.5,166.0,-5.03,1274.531
17564519,male,79,176.0,86.0,20.0,102.0,40.1,158.0,26.79,1446.0130000000001
18789619,female,35,182.0,70.0,2.0,83.0,38.4,7.0,42.71,1507.169
15444304,male,67,201.0,96.0,18.0,105.0,40.5,143.0,-2.86,1667.893
13122354,female,21,156.0,52.0,12.0,82.0,39.8,43.0,8.34,1320.7949999999998
10692173,female,44,143.0,49.0,17.0,92.0,40.2,86.0,-4.15,1153.19
12890276,female,43,175.0,72.0,23.0,100.0,40.7,128.0,-0.85,1469.337
14339451,male,21,186.0,79.0,29.0,111.0,41.0,182.0,23.9,1663.4039999999998
16626118,female,32,170.0,70.0,10.0,98.0,39.7,52.0,42.71,1482.9830000000002
17268858,male,79,179.0,91.0,27.0,107.0,40.4,236.0,23.9,1501.5420000000001
13816658,male,51,192.0,96.0,19.0,97.0,40.6,114.0,37.68,1709.2910000000002
14191617,female,60,174.0,67.0,11.0,99.0,39.7,64.0,15.49,1346.394
13672975,male,49,184.0,86.0,26.0,103.0,40.8,171.0,23.9,1600.697
16361679,male,46,179.0,84.0,6.0,82.0,39.2,19.0,42.71,1579.7030000000002
17739883,female,35,149.0,54.0,21.0,111.0,40.5,144.0,35.74,1256.983
19341462,male,31,172.0,76.0,9.0,94.0,39.7,37.0,42.71,1548.991
14117537,male,42,185.0,78.0,26.0,110.0,41.4,185.0,23.9,1560.129
12667831,female,66,174.0,69.0,13.0,87.0,39.8,60.0,0.61,1338.9080000000001
10661999,male,52,189.0,90.0,22.0,96.0,40.5,127.0,14.34,1640.185
10366046,male,59,166.0,73.0,23.0,101.0,40.4,149.0,7.64,1381.422
11523134,male,23,169.0,71.0,16.0,102.0,40.1,78.0,10.3,1528.102
12275702,female,49,164.0,63.0,5.0,91.0,38.9,24.0,42.71,1326.056
11190411,female,25,157.0,57.0,23.0,107.0,40.8,143.0,33.13,1352.808
19686449,male,20,188.0,84.0,27.0,104.0,41.0,143.0,23.9,1720.1650000000002
15565644,female,28,163.0,66.0,15.0,94.0,40.1,71.0,9.76,1441.629
10154011,male,60,182.0,90.0,11.0,90.0,40.2,58.0,23.67,1583.8590000000002
12676049,female,29,178.0,77.0,15.0,95.0,40.4,71.0,30.21,1585.486
10228092,male,40,184.0,87.0,5.0,88.0,39.5,20.0,42.71,1648.914
18997284,male,26,191.0,93.0,17.0,96.0,40.3,78.0,7.2,1786.7020000000002
10836250,female,26,176.0,76.0,19.0,97.0,40.4,93.0,27.27,1583.033
15883541,male,25,158.0,58.0,6.0,90.0,39.2,17.0,42.71,1365.153
16990389,female,60,190.0,87.0,3.0,84.0,38.9,12.0,42.71,1580.9020000000003
17046329,male,25,181.0,81.0,23.0,101.0,40.8,115.0,-4.7,1649.0879999999997
14136420,female,39,165.0,65.0,19.0,106.0,40.6,119.0,29.6,1390.9479999999999
13138092,female,30,153.0,53.0,26.0,108.0,40.6,168.0,23.9,1281.7779999999998
16655537,male,23,198.0,100.0,12.0,90.0,40.4,44.0,-3.87,1886.1070000000002
16245184,female,37,148.0,51.0,29.0,108.0,40.6,192.0,23.9,1217.484
19157340,female,22,147.0,47.0,17.0,101.0,40.3,96.0,-2.7,1242.348
19810083,female,26,170.0,68.0,23.0,105.0,40.7,135.0,23.64,1490.469
19821989,female,56,167.0,60.0,12.0,86.0,40.2,54.0,0.74,1277.299
17219988,male,43,171.0,79.0,30.0,115.0,40.8,239.0,23.9,1521.674
19572798,female,38,169.0,65.0,14.0,94.0,40.1,69.0,7.19,1407.67
18360844,male,24,179.0,80.0,14.0,90.0,40.7,46.0,-1.24,1637.975
13918575,female,25,164.0,63.0,21.0,101.0,40.7,115.0,-8.15,1429.976
15319150,female,31,163.0,62.0,4.0,88.0,39.1,17.0,42.71,1391.6509999999998
16112624,female,54,151.0,57.0,25.0,115.0,40.4,190.0,23.9,1208.65
11099585,female,34,190.0,91.0,12.0,89.0,40.2,48.0,-9.22,1730.47
17300463,female,28,176.0,72.0,27.0,112.0,40.7,178.0,23.9,1537.385
17118372,male,24,191.0,95.0,6.0,88.0,39.3,20.0,42.71,1813.8559999999998
14435543,female,27,167.0,69.0,15.0,90.0,40.4,64.0,4.93,1486.0919999999999
10908558,female,35,154.0,57.0,19.0,94.0,40.6,95.0,23.22,1300.2140000000002
14181557,male,49,183.0,89.0,25.0,111.0,40.8,196.0,23.9,1625.34
17152651,male,36,185.0,91.0,2.0,91.0,38.1,9.0,42.71,1706.3199999999997
10192977,female,58,192.0,83.0,18.0,101.0,40.8,105.0,32.71,1558.77
19584135,female,40,157.0,61.0,12.0,92.0,40.0,58.0,9.04,1324.846
19445771,male,31,179.0,77.0,24.0,97.0,40.8,111.0,-4.0,1579.924
11294536,male,50,182.0,86.0,17.0,101.0,40.3,108.0,15.49,1590.171
12845462,male,36,202.0,109.0,6.0,87.0,39.1,24.0,42.71,1925.4319999999998
10578158,female,34,163.0,61.0,13.0,96.0,40.1,67.0,7.8,1369.414
19789364,female,78,153.0,54.0,13.0,84.0,40.3,62.0,16.5,1083.185
12301038,male,41,178.0,76.0,28.0,104.0,40.8,172.0,23.9,1524.279
18976127,male,41,172.0,71.0,7.0,87.0,39.5,24.0,42.71,1459.4560000000001
11460469,male,24,178.0,77.0,19.0,98.0,40.1,84.0,21.6,1607.136
15238405,female,67,173.0,69.0,20.0,105.0,40.5,132.0,-0.2,1331.48
18559105,female,47,179.0,75.0,25.0,110.0,40.7,167.0,23.9,1492.1499999999999
12761860,female,42,154.0,52.0,17.0,101.0,40.6,101.0,38.13,1223.6689999999999
12777201,female,25,180.0,75.0,23.0,97.0,40.6,113.0,38.89,1590.5079999999998
11084582,male,25,179.0,78.0,17.0,101.0,40.3,84.0,5.55,1615.1509999999998
11393152,female,58,165.0,68.0,6.0,88.0,39.4,28.0,42.71,1336.419
12327773,male,68,191.0,98.0,22.0,99.0,41.0,157.0,-7.58,1651.0769999999998
12038545,male,24,181.0,91.0,14.0,97.0,40.4,64.0,34.17,1745.888
17593004,male,38,192.0,92.0,21.0,104.0,40.6,133.0,-6.84,1728.593
11708341,female,26,164.0,59.0,23.0,108.0,40.5,145.0,19.11,1388.658
10753818,male,64,178.0,83.0,24.0,103.0,41.0,174.0,25.9,1489.4180000000001
10608177,female,49,174.0,75.0,7.0,93.0,39.2,34.0,42.71,1468.0
11267944,female,73,158.0,57.0,29.0,103.0,40.9,193.0,23.9,1148.0659999999998
19795364,male,27,180.0,86.0,24.0,107.0,40.7,147.0,33.17,1683.5649999999998
14290814,male,66,171.0,72.0,18.0,105.0,40.5,133.0,15.01,1357.3549999999998
19222644,male,39,199.0,104.0,26.0,101.0,40.7,161.0,23.9,1856.913
12847212,female,30,168.0,62.0,6.0,76.0,39.4,18.0,42.71,1411.4709999999998
11986136,male,76,187.0,96.0,12.0,96.0,40.1,85.0,7.56,1585.5510000000002
11830053,male,60,193.0,90.0,15.0,95.0,40.0,90.0,36.35,1617.9370000000001
14737350,male,54,188.0,90.0,23.0,108.0,40.9,176.0,-9.15,1628.4270000000001
15294669,female,49,166.0,66.0,11.0,89.0,39.6,51.0,37.55,1359.993
17146724,female,24,173.0,66.0,7.0,82.0,39.3,24.0,42.71,1489.9289999999999
17490159,female,28,161.0,57.0,6.0,83.0,39.5,22.0,42.71,1352.21
15501381,male,72,197.0,102.0,25.0,106.0,40.9,212.0,23.9,1689.3329999999999
16736138,male,32,171.0,78.0,29.0,112.0,40.9,201.0,23.9,1560.0569999999998
18493316,female,36,159.0,59.0,17.0,93.0,40.3,83.0,-3.2,1329.868
17497515,male,65,204.0,103.0,14.0,93.0,40.1,87.0,29.16,1750.576
14364172,female,36,163.0,67.0,27.0,97.0,40.7,141.0,23.9,1416.2359999999999
14217831,female,32,159.0,63.0,23.0,103.0,40.3,134.0,12.79,1384.176
10483147,male,42,180.0,84.0,2.0,80.0,38.6,5.0,42.71,1600.121
18046507,male,34,191.0,94.0,29.0,109.0,40.9,201.0,23.9,1761.309
12414011,male,34,181.0,78.0,3.0,86.0,38.2,9.0,42.71,1582.3769999999997
10710546,male,26,191.0,86.0,8.0,83.0,39.3,20.0,42.71,1721.973
16175343,male,31,203.0,105.0,29.0,113.0,40.8,221.0,23.9,1913.192
12020646,female,64,157.0,63.0,17.0,105.0,40.1,112.0,27.53,1239.42
13611443,male,34,185.0,93.0,20.0,99.0,40.3,108.0,29.55,1733.474
16383525,male,63,204.0,112.0,29.0,110.0,40.4,257.0,23.9,1842.4589999999998
17841776,male,44,194.0,87.0,27.0,108.0,40.8,192.0,23.9,1662.574
10735479,male,36,190.0,96.0,17.0,90.0,40.3,72.0,-6.1,1768.045
13117699,male,41,173.0,71.0,28.0,104.0,41.2,169.0,23.9,1462.554
16042685,male,73,168.0,77.0,18.0,97.0,40.3,120.0,-1.05,1363.9859999999999
10315558,male,31,186.0,85.0,28.0,106.0,40.8,172.0,23.9,1675.5859999999998
12304455,male,22,179.0,73.0,10.0,84.0,39.9,21.0,42.71,1581.9060000000002
15503276,female,34,161.0,56.0,18.0,102.0,40.6,105.0,32.19,1316.983
10565624,female,21,168.0,65.0,25.0,109.0,40.3,156.0,23.9,1478.1819999999998
12458510,female,22,145.0,50.0,3.0,89.0,38.7,13.0,42.71,1263.893
13885247,male,33,190.0,97.0,24.0,100.0,40.8,134.0,38.36,1790.282
11572170,female,51,157.0,60.0,21.0,103.0,40.4,130.0,21.44,1267.969
19911268,male,45,195.0,99.0,2.0,83.0,37.9,7.0,42.71,1772.306
12859596,female,33,175.0,67.0,25.0,101.0,41.1,140.0,23.9,1466.4019999999998
15376017,male,47,198.0,97.0,7.0,91.0,39.3,34.0,42.71,1754.446
19921858,female,70,175.0,74.0,9.0,79.0,40.0,34.0,42.71,1370.9210000000003
19187230,female,77,160.0,63.0,8.0,92.0,39.5,44.0,42.71,1192.4239999999998
10874559,female,35,172.0,71.0,11.0,85.0,39.9,42.0,6.59,1485.4360000000001
11746700,female,44,161.0,60.0,2.0,89.0,38.4,9.0,42.71,1310.671
10952850,female,71,164.0,60.0,18.0,97.0,40.5,107.0,35.39,1203.055
16785115,female,54,174.0,75.0,9.0,87.0,39.6,39.0,42.71,1446.3500000000001
14951529,female,63,166.0,68.0,26.0,108.0,40.8,178.0,23.9,1317.8670000000002
13846186,female,50,149.0,55.0,13.0,101.0,40.4,79.0,20.0,1201.28
10590765,male,63,200.0,105.0,15.0,102.0,40.3,113.0,9.79,1765.3380000000002
15032837,female,30,163.0,58.0,22.0,109.0,40.5,143.0,16.05,1358.993
15511677,female,33,163.0,57.0,4.0,84.0,38.7,16.0,42.71,1336.7559999999999
18148848,male,38,189.0,91.0,24.0,100.0,40.5,137.0,22.31,1710.052
13172849,male,20,183.0,81.0,17.0,97.0,40.5,71.0,39.13,1676.934
18401432,female,67,159.0,62.0,13.0,94.0,40.2,72.0,10.05,1223.379
14857446,male,24,188.0,90.0,14.0,103.0,40.1,76.0,9.49,1758.327
12734403,male,30,197.0,103.0,27.0,109.0,40.5,187.0,23.9,1880.44
11693744,female,35,145.0,49.0,18.0,103.0,40.2,109.0,28.1,1198.356
10622381,female,63,176.0,79.0,29.0,111.0,40.5,204.0,23.9,1450.5639999999999
18548803,female,50,157.0,60.0,6.0,91.0,39.4,29.0,42.71,1272.299
18119523,male,33,200.0,101.0,17.0,98.0,40.5,91.0,6.58,1858.2499999999998
13991141,female,36,163.0,58.0,4.0,84.0,39.0,16.0,42.71,1333.013
10677750,male,75,187.0,97.0,7.0,84.0,39.1,36.0,42.71,1599.128
17724752,male,56,184.0,93.0,13.0,97.0,39.9,80.0,25.53,1635.116
17047475,female,50,182.0,75.0,22.0,111.0,40.6,151.0,9.56,1488.454
18908393,male,24,183.0,80.0,27.0,116.0,40.6,195.0,23.9,1650.367
19475479,female,32,172.0,72.0,8.0,80.0,39.5,26.0,42.71,1507.673
10854360,male,49,193.0,100.0,22.0,99.0,40.5,138.0,7.62,1758.037
17425584,female,77,170.0,65.0,3.0,89.0,39.0,15.0,42.71,1241.898
15539064,male,67,171.0,75.0,19.0,97.0,40.5,120.0,12.15,1380.7659999999996
14130669,male,23,182.0,81.0,30.0,112.0,41.0,197.0,23.9,1660.846
15015988,male,37,192.0,95.0,21.0,98.0,40.7,114.0,38.92,1760.664
13741485,female,35,163.0,59.0,20.0,107.0,40.6,127.0,1.22,1346.59
13015812,male,34,185.0,83.0,23.0,97.0,40.8,112.0,27.67,1641.0040000000001
13939844,female,49,168.0,67.0,21.0,98.0,40.4,116.0,14.86,1375.436
13135068,female,69,156.0,61.0,8.0,83.0,39.4,35.0,42.71,1196.178
13286573,male,49,194.0,101.0,16.0,103.0,40.4,110.0,-2.09,1770.3819999999998
19246830,female,41,150.0,51.0,22.0,95.0,40.2,117.0,26.28,1206.3600000000001
18976105,male,42,195.0,95.0,17.0,105.0,40.2,115.0,16.03,1748.308
14714345,male,52,188.0,93.0,21.0,107.0,40.6,157.0,-7.71,1664.828
18319225,female,26,158.0,60.0,12.0,91.0,40.0,54.0,-2.91,1379.317
14775199,female,79,178.0,80.0,25.0,104.0,40.5,163.0,23.9,1396.727
10074404,male,72,172.0,82.0,19.0,107.0,40.5,156.0,12.34,1426.943
16366307,male,34,195.0,92.0,10.0,91.0,39.9,42.0,42.71,1755.207
13945114,female,60,152.0,50.0,7.0,89.0,39.8,35.0,42.71,1121.039
16749464,female,45,158.0,57.0,7.0,91.0,39.3,34.0,42.71,1269.306
18521428,male,33,188.0,92.0,19.0,98.0,40.4,99.0,21.14,1737.8509999999999
10207737,male,56,192.0,97.0,20.0,109.0,40.5,161.0,30.54,1696.888
10722362,female,21,153.0,54.0,8.0,94.0,39.8,38.0,42.71,1329.995
15316949,female,50,161.0,61.0,18.0,99.0,40.5,104.0,-2.18,1293.938
14920065,male,60,184.0,86.0,27.0,105.0,41.0,200.0,23.9,1553.067
10809847,male,39,162.0,72.0,28.0,108.0,40.7,183.0,23.9,1446.3829999999998
12363678,male,48,175.0,75.0,19.0,110.0,40.7,140.0,-6.64,1475.428
17804243,female,38,163.0,65.0,19.0,97.0,40.5,100.0,34.35,1389.0819999999999
15862195,male,54,190.0,95.0,22.0,110.0,40.3,178.0,-2.14,1680.858
12555008,male,23,195.0,89.0,27.0,104.0,41.0,150.0,23.9,1775.0960000000002
13788834,female,72,164.0,68.0,15.0,94.0,40.2,83.0,27.51,1272.7010000000002
19113986,male,47,179.0,79.0,6.0,74.0,39.3,12.0,42.71,1529.1380000000001
19510192,female,58,170.0,72.0,8.0,103.0,39.9,49.0,42.71,1388.8969999999997
15831321,male,41,179.0,85.0,25.0,101.0,40.8,147.0,23.9,1610.6000000000001
14142930,male,62,193.0,100.0,8.0,90.0,39.4,44.0,42.71,1701.747
16036236,female,30,168.0,67.0,29.0,107.0,40.9,179.0,23.9,1457.706
19962170,female,32,156.0,56.0,23.0,113.0,40.5,161.0,-1.42,1310.153
11390035,male,20,178.0,80.0,9.0,84.0,39.4,20.0,42.71,1652.1970000000001
16163940,female,53,168.0,65.0,21.0,102.0,40.5,127.0,4.68,1339.6219999999998
17847428,male,51,189.0,95.0,30.0,112.0,41.0,247.0,23.9,1690.75
18908334,male,78,177.0,86.0,23.0,100.0,40.8,173.0,-0.14,1453.441
17029728,female,31,169.0,69.0,1.0,74.0,37.6,3.0,42.71,1474.9679999999998
10082523,male,74,205.0,112.0,6.0,83.0,39.0,32.0,42.71,1797.9269999999997
15505673,female,50,177.0,70.0,22.0,106.0,40.9,140.0,36.76,1426.729
12679497,female,40,160.0,70.0,8.0,88.0,40.0,34.0,42.71,1417.363
17438788,male,41,172.0,75.0,8.0,88.0,39.7,30.0,42.71,1496.444
19382988,female,26,161.0,54.0,13.0,94.0,40.3,64.0,37.72,1333.1290000000001
13632419,male,25,185.0,89.0,27.0,104.0,40.8,152.0,23.9,1735.4560000000001
12432246,male,31,184.0,89.0,15.0,105.0,39.9,91.0,26.35,1706.378
19984594,male,20,186.0,90.0,4.0,83.0,38.8,9.0,42.71,1769.451
14768524,female,55,176.0,72.0,5.0,84.0,39.3,20.0,42.71,1420.475
18107311,female,52,160.0,59.0,25.0,103.0,40.7,156.0,23.9,1263.686
11102823,male,60,208.0,105.0,26.0,110.0,40.6,223.0,23.9,1803.1120000000003
11337714,male,36,191.0,93.0,16.0,97.0,40.0,83.0,-4.57,1743.402
15422663,female,53,168.0,69.0,11.0,89.0,40.0,51.0,4.11,1376.61
10201123,male,36,193.0,95.0,10.0,97.0,40.0,52.0,42.71,1768.092
10310404,female,23,169.0,68.0,25.0,114.0,40.9,170.0,23.9,1500.361
17001911,female,36,164.0,57.0,2.0,79.0,37.9,7.0,42.71,1326.864
13586767,female,37,166.0,61.0,25.0,103.0,40.7,149.0,23.9,1365.718
11312954,male,48,181.0,80.0,27.0,105.0,40.6,181.0,23.9,1540.251
19873304,female,39,167.0,71.0,27.0,118.0,41.1,201.0,23.9,1452.6260000000002
10331021,male,21,205.0,103.0,7.0,88.0,39.6,23.0,42.71,1944.194
10566369,male,20,187.0,86.0,23.0,100.0,40.3,109.0,-0.23,1735.5610000000001
19286727,male,57,169.0,72.0,8.0,84.0,39.7,30.0,42.71,1390.129
19845852,female,77,160.0,66.0,15.0,94.0,40.5,84.0,-2.56,1220.1649999999997
