User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Environmental_Temperature,BMR,Relative_Metabolic_Rate
14893804,male,48,182.0,85.0,1.0,80.0,37.7,3.0,42.71,1589.584,0.0018872862333792991
17231597,male,29,176.0,75.0,10.0,83.0,39.7,24.0,42.71,1560.796,0.015376769289516375
10901446,male,33,173.0,73.0,7.0,78.0,39.3,12.0,42.71,1515.6879999999999,0.007917196678999901
15874362,male,42,190.0,88.0,3.0,83.0,38.9,10.0,42.71,1668.089,0.005994883966023396
15569252,female,62,159.0,59.0,29.0,106.0,41.2,195.0,23.9,1217.288,0.16019216487799107
15615743,male,38,171.0,75.0,2.0,81.0,38.2,5.0,42.71,1506.3359999999998,0.0033193125570921763
13363046,male,20,183.0,88.0,16.0,97.0,40.5,69.0,21.5,1741.663,0.03961730828524232
17572853,female,25,160.0,59.0,24.0,102.0,40.3,136.0,-0.95,1380.596,0.09850818052493271
17157339,female,24,165.0,59.0,18.0,91.0,40.2,80.0,2.41,1400.4159999999997,0.0571258825948861
18328111,female,42,165.0,68.0,22.0,93.0,40.8,107.0,21.7,1405.699,0.07611871389251895
19303479,male,22,182.0,84.0,29.0,114.0,41.0,200.0,23.9,1692.9170000000001,0.11813928267008955
10699201,female,74,158.0,59.0,10.0,93.0,39.6,56.0,42.71,1162.2299999999998,0.04818323395541331
15283313,female,70,154.0,59.0,10.0,88.0,40.0,50.0,42.71,1167.158,0.042839101475550014
16324247,female,26,182.0,80.0,21.0,96.0,40.5,100.0,-6.75,1638.6090000000002,0.061027371386340484
14277710,male,44,184.0,86.0,25.0,114.0,40.8,200.0,23.9,1622.347,0.12327818894478185
10888188,male,61,183.0,86.0,1.0,81.0,38.3,4.0,42.71,1545.6390000000001,0.002587926417488171
13379795,female,68,157.0,57.0,13.0,92.0,40.1,70.0,37.87,1166.618,0.060002502961552115
17181524,female,61,176.0,70.0,20.0,104.0,40.5,127.0,0.24,1376.0009999999997,0.09229644455200252
15988442,male,63,179.0,80.0,25.0,108.0,40.8,197.0,23.9,1469.105,0.13409524846760443
19538533,female,54,171.0,66.0,20.0,98.0,40.1,113.0,5.33,1353.8329999999999,0.08346672004597318
14591877,female,54,169.0,66.0,3.0,80.0,38.9,11.0,42.71,1347.637,0.008162435433280624
14274480,female,47,155.0,55.0,16.0,93.0,40.5,82.0,1.89,1232.858,0.06651212061729737
16818429,male,33,184.0,86.0,8.0,86.0,39.9,26.0,42.71,1669.9769999999999,0.015569076699858742
17476522,female,24,171.0,66.0,24.0,105.0,40.6,141.0,38.22,1483.7329999999997,0.09503057490801918
16369885,male,24,195.0,98.0,20.0,96.0,40.6,92.0,8.71,1853.989,0.04962273238945862
17816292,male,48,152.0,59.0,2.0,79.0,38.0,5.0,42.71,1256.222,0.003980188215140318
15995398,male,35,193.0,93.0,10.0,83.0,39.7,30.0,42.71,1753.928,0.017104464949530423
17615432,male,21,168.0,71.0,3.0,78.0,38.5,3.0,42.71,1533.664,0.0019560999019341916
10146087,female,21,179.0,73.0,9.0,90.0,39.6,37.0,42.71,1586.236,0.023325658981387384
17967445,female,22,158.0,62.0,25.0,105.0,40.6,147.0,23.9,1415.1309999999999,0.1038773088851845
19670291,female,69,174.0,69.0,2.0,80.0,38.1,8.0,42.71,1325.9180000000001,0.006033555619578284
10580576,male,53,191.0,101.0,21.0,106.0,40.7,159.0,8.22,1743.7679999999998,0.09118185446687863
15854213,female,68,155.0,58.0,15.0,100.0,40.3,93.0,21.33,1169.669,0.07950967324944065
11138472,female,69,164.0,65.0,23.0,113.0,40.4,173.0,12.0,1257.9499999999998,0.13752533884494617
18276801,male,28,198.0,101.0,19.0,95.0,40.6,89.0,0.58,1873.704,0.04749949831990539
13823902,male,70,188.0,89.0,7.0,82.0,39.3,31.0,42.71,1549.9,0.020001290405832633
19222133,female,36,170.0,64.0,9.0,84.0,39.6,35.0,42.71,1410.181,0.024819508985016815
13231909,female,77,177.0,80.0,16.0,98.0,40.6,94.0,29.78,1402.289,0.06703325776640906
12726617,female,32,167.0,63.0,9.0,99.0,39.7,49.0,42.71,1408.96,0.03477742448330683
12538968,female,62,185.0,77.0,13.0,84.0,40.4,54.0,13.02,1464.2820000000002,0.036878142325043946
10941668,female,64,151.0,56.0,20.0,97.0,40.4,117.0,26.75,1156.103,0.10120205552619446
12628985,male,45,175.0,79.0,27.0,104.0,40.6,173.0,23.9,1525.406,0.11341242921556623
17691320,male,45,158.0,61.0,20.0,97.0,40.7,99.0,29.8,1306.294,0.07578692086161308
17822027,female,22,177.0,71.0,10.0,93.0,39.8,45.0,42.71,1557.2160000000001,0.028897725171074532
13777657,male,45,169.0,69.0,22.0,113.0,40.6,166.0,2.22,1414.348,0.11736856841456275
19423359,female,66,174.0,69.0,28.0,111.0,40.9,202.0,23.9,1338.9080000000001,0.1508692158087038
14701930,male,31,182.0,83.0,20.0,101.0,40.9,107.0,34.66,1644.7,0.06505745728704322
11513205,female,57,163.0,68.0,29.0,109.0,40.7,199.0,23.9,1334.553,0.1491135983359222
11842710,male,53,192.0,93.0,5.0,90.0,39.1,25.0,42.71,1672.89,0.014944198363311394
12576313,female,22,179.0,67.0,8.0,77.0,39.5,23.0,42.71,1526.4240000000002,0.015067897255284244
12367125,male,67,192.0,92.0,24.0,108.0,40.7,200.0,36.85,1603.0230000000001,0.1247642735007545
16913504,female,27,168.0,64.0,2.0,76.0,38.2,6.0,42.71,1442.955,0.004158133829537304
19439155,male,57,178.0,83.0,2.0,79.0,38.1,7.0,42.71,1519.728,0.004606087405114599
16137644,female,49,168.0,68.0,20.0,99.0,40.6,113.0,18.83,1384.683,0.08160712596312658
11622081,female,39,168.0,63.0,29.0,108.0,40.7,188.0,23.9,1381.748,0.1360595419714738
17374074,male,47,165.0,72.0,20.0,96.0,40.3,103.0,20.65,1421.037,0.07248227878654813
19096890,male,62,197.0,101.0,17.0,103.0,40.3,128.0,38.14,1723.386,0.0742723916754575
19628507,male,41,187.0,89.0,23.0,99.0,40.7,130.0,19.45,1672.372,0.0777339013090389
16918679,female,34,144.0,50.0,7.0,83.0,39.3,27.0,42.71,1208.8349999999998,0.022335554480139973
11194130,female,40,163.0,62.0,27.0,111.0,41.2,185.0,23.9,1352.6809999999998,0.13676543102180042
18863486,female,55,155.0,57.0,11.0,92.0,39.8,57.0,16.86,1216.712,0.04684756951521806
11754581,male,44,189.0,88.0,13.0,94.0,40.0,65.0,29.12,1656.331,0.039243363796246045
15161631,female,45,160.0,60.0,16.0,99.0,40.4,91.0,34.01,1303.243,0.06982581145649737
18735761,female,49,164.0,64.0,19.0,105.0,40.4,120.0,-6.29,1335.3029999999999,0.08986724361437068
15878611,female,46,166.0,68.0,12.0,101.0,40.1,70.0,13.34,1391.477,0.0503062573078822
19249559,male,25,202.0,100.0,9.0,94.0,39.8,39.0,42.71,1889.839,0.020636678574206587
15469030,male,68,171.0,80.0,22.0,95.0,40.5,136.0,-4.26,1422.6709999999998,0.09559483534843967
11157560,female,25,169.0,64.0,14.0,101.0,40.2,77.0,15.61,1454.7130000000002,0.052931402964021074
19576971,female,31,174.0,67.0,9.0,93.0,39.5,42.0,42.71,1471.964,0.028533306521083397
15048071,male,57,184.0,91.0,7.0,95.0,39.2,41.0,42.71,1612.292,0.025429636815167477
18707469,female,27,159.0,59.0,14.0,88.0,39.9,59.0,13.58,1368.838,0.0431022516908502
12598637,male,40,201.0,98.0,24.0,110.0,40.7,179.0,8.47,1803.2969999999998,0.09926262839676438
14342169,female,57,171.0,74.0,2.0,73.0,38.6,6.0,42.71,1414.819,0.004240825151485808
19208771,female,23,155.0,62.0,5.0,74.0,39.2,13.0,42.71,1401.507,0.00927572962532474
11790318,male,23,189.0,87.0,23.0,110.0,40.0,147.0,29.71,1738.0140000000001,0.08457929567886104
11756583,male,43,183.0,88.0,26.0,107.0,40.7,180.0,23.9,1642.0729999999999,0.10961753831894198
16417986,male,74,201.0,107.0,14.0,96.0,40.1,101.0,5.33,1739.2999999999997,0.05806933823952166
13065142,female,45,158.0,53.0,23.0,106.0,40.7,150.0,31.28,1232.318,0.12172182829432014
10481882,female,31,165.0,60.0,25.0,115.0,40.8,179.0,23.9,1379.353,0.1297709868322322
19521409,male,21,195.0,93.0,6.0,93.0,39.2,23.0,42.71,1820.744,0.012632198705584092
15862346,male,50,190.0,96.0,3.0,80.0,38.3,10.0,42.71,1707.4250000000002,0.005856772625444748
12234447,male,39,175.0,74.0,9.0,93.0,39.5,39.0,42.71,1505.1510000000003,0.02591102155199046
14624633,male,57,169.0,81.0,30.0,112.0,40.9,247.0,23.9,1473.3519999999999,0.1676449348153055
17074274,female,26,159.0,53.0,19.0,92.0,40.5,89.0,-1.93,1317.6860000000001,0.06754264673070821
17636190,male,34,181.0,83.0,25.0,102.0,40.9,141.0,23.9,1628.6119999999999,0.08657679054311279
14345479,female,55,160.0,62.0,4.0,87.0,39.1,18.0,42.71,1278.437,0.014079692624665902
11772472,female,52,171.0,67.0,15.0,89.0,40.6,70.0,21.3,1371.74,0.051030078586321026
19087162,male,21,188.0,90.0,29.0,110.0,40.8,185.0,23.9,1771.317,0.10444206203632664
15875055,female,20,136.0,45.0,11.0,94.0,40.1,54.0,34.4,1198.4360000000001,0.045058726540257464
10939512,female,79,152.0,60.0,29.0,107.0,40.8,207.0,23.9,1131.239,0.18298520471801272
13616455,male,21,189.0,91.0,27.0,114.0,41.0,189.0,23.9,1783.6619999999998,0.10596177975423596
19118405,male,50,171.0,74.0,2.0,82.0,38.1,6.0,42.71,1445.129,0.004151878482820565
10503799,female,29,180.0,76.0,12.0,97.0,39.9,60.0,13.48,1582.4350000000002,0.037916249324616805
16572590,male,22,194.0,92.0,6.0,92.0,39.0,23.0,42.71,1804.069,0.01274895804983069
17336010,female,28,158.0,60.0,27.0,113.0,40.8,186.0,23.9,1370.657,0.1357013461427622
15483091,male,38,188.0,93.0,28.0,104.0,40.9,178.0,23.9,1725.448,0.10316161367946179
10006441,male,23,169.0,73.0,25.0,102.0,40.7,122.0,23.9,1546.5960000000002,0.07888291447798906
13075455,female,68,159.0,68.0,24.0,108.0,40.5,166.0,-5.03,1274.531,0.13024398778844926
17564519,male,79,176.0,86.0,20.0,102.0,40.1,158.0,26.79,1446.0130000000001,0.10926596095609098
18789619,female,35,182.0,70.0,2.0,83.0,38.4,7.0,42.71,1507.169,0.004644469200202499
15444304,male,67,201.0,96.0,18.0,105.0,40.5,143.0,-2.86,1667.893,0.08573691477810627
13122354,female,21,156.0,52.0,12.0,82.0,39.8,43.0,8.34,1320.7949999999998,0.032556149894571076
10692173,female,44,143.0,49.0,17.0,92.0,40.2,86.0,-4.15,1153.19,0.07457574207199161
12890276,female,43,175.0,72.0,23.0,100.0,40.7,128.0,-0.85,1469.337,0.08711412017801226
14339451,male,21,186.0,79.0,29.0,111.0,41.0,182.0,23.9,1663.4039999999998,0.10941418921681084
16626118,female,32,170.0,70.0,10.0,98.0,39.7,52.0,42.71,1482.9830000000002,0.03506446129186915
17268858,male,79,179.0,91.0,27.0,107.0,40.4,236.0,23.9,1501.5420000000001,0.1571717607632687
13816658,male,51,192.0,96.0,19.0,97.0,40.6,114.0,37.68,1709.2910000000002,0.06669431945759967
14191617,female,60,174.0,67.0,11.0,99.0,39.7,64.0,15.49,1346.394,0.04753437700999856
13672975,male,49,184.0,86.0,26.0,103.0,40.8,171.0,23.9,1600.697,0.1068284628508706
16361679,male,46,179.0,84.0,6.0,82.0,39.2,19.0,42.71,1579.7030000000002,0.01202757733573969
17739883,female,35,149.0,54.0,21.0,111.0,40.5,144.0,35.74,1256.983,0.11456002189369308
19341462,male,31,172.0,76.0,9.0,94.0,39.7,37.0,42.71,1548.991,0.02388651709403089
14117537,male,42,185.0,78.0,26.0,110.0,41.4,185.0,23.9,1560.129,0.11857993794102924
12667831,female,66,174.0,69.0,13.0,87.0,39.8,60.0,0.61,1338.9080000000001,0.044812638359020926
10661999,male,52,189.0,90.0,22.0,96.0,40.5,127.0,14.34,1640.185,0.07743028987583718
10366046,male,59,166.0,73.0,23.0,101.0,40.4,149.0,7.64,1381.422,0.10785987192907019
11523134,male,23,169.0,71.0,16.0,102.0,40.1,78.0,10.3,1528.102,0.05104371305056861
12275702,female,49,164.0,63.0,5.0,91.0,38.9,24.0,42.71,1326.056,0.018098783158478977
11190411,female,25,157.0,57.0,23.0,107.0,40.8,143.0,33.13,1352.808,0.10570605732668642
19686449,male,20,188.0,84.0,27.0,104.0,41.0,143.0,23.9,1720.1650000000002,0.08313156005383203
15565644,female,28,163.0,66.0,15.0,94.0,40.1,71.0,9.76,1441.629,0.049249841672163924
10154011,male,60,182.0,90.0,11.0,90.0,40.2,58.0,23.67,1583.8590000000002,0.03661942129949698
12676049,female,29,178.0,77.0,15.0,95.0,40.4,71.0,30.21,1585.486,0.04478122165695566
10228092,male,40,184.0,87.0,5.0,88.0,39.5,20.0,42.71,1648.914,0.012129195337052145
18997284,male,26,191.0,93.0,17.0,96.0,40.3,78.0,7.2,1786.7020000000002,0.0436558530745474
10836250,female,26,176.0,76.0,19.0,97.0,40.4,93.0,27.27,1583.033,0.05874798567054509
15883541,male,25,158.0,58.0,6.0,90.0,39.2,17.0,42.71,1365.153,0.012452816643995215
16990389,female,60,190.0,87.0,3.0,84.0,38.9,12.0,42.71,1580.9020000000003,0.0075906033391064075
17046329,male,25,181.0,81.0,23.0,101.0,40.8,115.0,-4.7,1649.0879999999997,0.06973551441766601
14136420,female,39,165.0,65.0,19.0,106.0,40.6,119.0,29.6,1390.9479999999999,0.08555316230369504
13138092,female,30,153.0,53.0,26.0,108.0,40.6,168.0,23.9,1281.7779999999998,0.13106793844175826
16655537,male,23,198.0,100.0,12.0,90.0,40.4,44.0,-3.87,1886.1070000000002,0.02332847500168336
16245184,female,37,148.0,51.0,29.0,108.0,40.6,192.0,23.9,1217.484,0.15770227781227517
19157340,female,22,147.0,47.0,17.0,101.0,40.3,96.0,-2.7,1242.348,0.07727303460866038
19810083,female,26,170.0,68.0,23.0,105.0,40.7,135.0,23.64,1490.469,0.090575516833963
19821989,female,56,167.0,60.0,12.0,86.0,40.2,54.0,0.74,1277.299,0.04227671046481678
17219988,male,43,171.0,79.0,30.0,115.0,40.8,239.0,23.9,1521.674,0.15706386519057303
19572798,female,38,169.0,65.0,14.0,94.0,40.1,69.0,7.19,1407.67,0.04901717021745153
18360844,male,24,179.0,80.0,14.0,90.0,40.7,46.0,-1.24,1637.975,0.028083456707214703
13918575,female,25,164.0,63.0,21.0,101.0,40.7,115.0,-8.15,1429.976,0.08042093014148488
15319150,female,31,163.0,62.0,4.0,88.0,39.1,17.0,42.71,1391.6509999999998,0.012215706380407159
16112624,female,54,151.0,57.0,25.0,115.0,40.4,190.0,23.9,1208.65,0.15720018202126337
11099585,female,34,190.0,91.0,12.0,89.0,40.2,48.0,-9.22,1730.47,0.027738128947626946
17300463,female,28,176.0,72.0,27.0,112.0,40.7,178.0,23.9,1537.385,0.11578101776718258
17118372,male,24,191.0,95.0,6.0,88.0,39.3,20.0,42.71,1813.8559999999998,0.01102623361501685
14435543,female,27,167.0,69.0,15.0,90.0,40.4,64.0,4.93,1486.0919999999999,0.0430659743811285
10908558,female,35,154.0,57.0,19.0,94.0,40.6,95.0,23.22,1300.2140000000002,0.07306489547105322
14181557,male,49,183.0,89.0,25.0,111.0,40.8,196.0,23.9,1625.34,0.1205901534448177
17152651,male,36,185.0,91.0,2.0,91.0,38.1,9.0,42.71,1706.3199999999997,0.005274508884617189
10192977,female,58,192.0,83.0,18.0,101.0,40.8,105.0,32.71,1558.77,0.06736080371061799
19584135,female,40,157.0,61.0,12.0,92.0,40.0,58.0,9.04,1324.846,0.04377867314389748
19445771,male,31,179.0,77.0,24.0,97.0,40.8,111.0,-4.0,1579.924,0.07025654398566007
11294536,male,50,182.0,86.0,17.0,101.0,40.3,108.0,15.49,1590.171,0.06791722399666451
12845462,male,36,202.0,109.0,6.0,87.0,39.1,24.0,42.71,1925.4319999999998,0.01246473518670096
10578158,female,34,163.0,61.0,13.0,96.0,40.1,67.0,7.8,1369.414,0.04892603697640013
19789364,female,78,153.0,54.0,13.0,84.0,40.3,62.0,16.5,1083.185,0.05723860651689232
12301038,male,41,178.0,76.0,28.0,104.0,40.8,172.0,23.9,1524.279,0.11284023462896228
18976127,male,41,172.0,71.0,7.0,87.0,39.5,24.0,42.71,1459.4560000000001,0.016444483423960706
11460469,male,24,178.0,77.0,19.0,98.0,40.1,84.0,21.6,1607.136,0.052266889672062604
15238405,female,67,173.0,69.0,20.0,105.0,40.5,132.0,-0.2,1331.48,0.09913780154414636
18559105,female,47,179.0,75.0,25.0,110.0,40.7,167.0,23.9,1492.1499999999999,0.11191904299165635
12761860,female,42,154.0,52.0,17.0,101.0,40.6,101.0,38.13,1223.6689999999999,0.08253866037302572
12777201,female,25,180.0,75.0,23.0,97.0,40.6,113.0,38.89,1590.5079999999998,0.07104648326195154
11084582,male,25,179.0,78.0,17.0,101.0,40.3,84.0,5.55,1615.1509999999998,0.052007521278196286
11393152,female,58,165.0,68.0,6.0,88.0,39.4,28.0,42.71,1336.419,0.020951512961129706
12327773,male,68,191.0,98.0,22.0,99.0,41.0,157.0,-7.58,1651.0769999999998,0.09508944767566868
12038545,male,24,181.0,91.0,14.0,97.0,40.4,64.0,34.17,1745.888,0.03665756337176268
17593004,male,38,192.0,92.0,21.0,104.0,40.6,133.0,-6.84,1728.593,0.07694118858516724
11708341,female,26,164.0,59.0,23.0,108.0,40.5,145.0,19.11,1388.658,0.10441735834165072
10753818,male,64,178.0,83.0,24.0,103.0,41.0,174.0,25.9,1489.4180000000001,0.11682415547549445
10608177,female,49,174.0,75.0,7.0,93.0,39.2,34.0,42.71,1468.0,0.02316076294277929
11267944,female,73,158.0,57.0,29.0,103.0,40.9,193.0,23.9,1148.0659999999998,0.16810880210719595
19795364,male,27,180.0,86.0,24.0,107.0,40.7,147.0,33.17,1683.5649999999998,0.08731471609352773
14290814,male,66,171.0,72.0,18.0,105.0,40.5,133.0,15.01,1357.3549999999998,0.0979846834468507
19222644,male,39,199.0,104.0,26.0,101.0,40.7,161.0,23.9,1856.913,0.08670303886073284
12847212,female,30,168.0,62.0,6.0,76.0,39.4,18.0,42.71,1411.4709999999998,0.012752653083201853
11986136,male,76,187.0,96.0,12.0,96.0,40.1,85.0,7.56,1585.5510000000002,0.053609123894469486
11830053,male,60,193.0,90.0,15.0,95.0,40.0,90.0,36.35,1617.9370000000001,0.05562639336389488
14737350,male,54,188.0,90.0,23.0,108.0,40.9,176.0,-9.15,1628.4270000000001,0.10807976040682203
15294669,female,49,166.0,66.0,11.0,89.0,39.6,51.0,37.55,1359.993,0.037500193015699346
17146724,female,24,173.0,66.0,7.0,82.0,39.3,24.0,42.71,1489.9289999999999,0.016108150119905042
17490159,female,28,161.0,57.0,6.0,83.0,39.5,22.0,42.71,1352.21,0.016269662256602153
15501381,male,72,197.0,102.0,25.0,106.0,40.9,212.0,23.9,1689.3329999999999,0.12549331600104893
16736138,male,32,171.0,78.0,29.0,112.0,40.9,201.0,23.9,1560.0569999999998,0.12884144617792814
18493316,female,36,159.0,59.0,17.0,93.0,40.3,83.0,-3.2,1329.868,0.06241220933205401
17497515,male,65,204.0,103.0,14.0,93.0,40.1,87.0,29.16,1750.576,0.049697927996270944
14364172,female,36,163.0,67.0,27.0,97.0,40.7,141.0,23.9,1416.2359999999999,0.09955967790678956
14217831,female,32,159.0,63.0,23.0,103.0,40.3,134.0,12.79,1384.176,0.09680849834125141
10483147,male,42,180.0,84.0,2.0,80.0,38.6,5.0,42.71,1600.121,0.0031247636897459626
18046507,male,34,191.0,94.0,29.0,109.0,40.9,201.0,23.9,1761.309,0.11411966895076332
12414011,male,34,181.0,78.0,3.0,86.0,38.2,9.0,42.71,1582.3769999999997,0.005687645864417899
10710546,male,26,191.0,86.0,8.0,83.0,39.3,20.0,42.71,1721.973,0.011614583968505895
16175343,male,31,203.0,105.0,29.0,113.0,40.8,221.0,23.9,1913.192,0.11551375920451266
12020646,female,64,157.0,63.0,17.0,105.0,40.1,112.0,27.53,1239.42,0.09036484807409917
13611443,male,34,185.0,93.0,20.0,99.0,40.3,108.0,29.55,1733.474,0.062302636209138416
16383525,male,63,204.0,112.0,29.0,110.0,40.4,257.0,23.9,1842.4589999999998,0.13948750012890382
17841776,male,44,194.0,87.0,27.0,108.0,40.8,192.0,23.9,1662.574,0.11548358148268889
10735479,male,36,190.0,96.0,17.0,90.0,40.3,72.0,-6.1,1768.045,0.04072294540014536
13117699,male,41,173.0,71.0,28.0,104.0,41.2,169.0,23.9,1462.554,0.11555128904642152
16042685,male,73,168.0,77.0,18.0,97.0,40.3,120.0,-1.05,1363.9859999999999,0.08797744258372155
10315558,male,31,186.0,85.0,28.0,106.0,40.8,172.0,23.9,1675.5859999999998,0.10265065475600776
12304455,male,22,179.0,73.0,10.0,84.0,39.9,21.0,42.71,1581.9060000000002,0.013275125070642628
15503276,female,34,161.0,56.0,18.0,102.0,40.6,105.0,32.19,1316.983,0.07972768061546733
10565624,female,21,168.0,65.0,25.0,109.0,40.3,156.0,23.9,1478.1819999999998,0.1055350423696135
12458510,female,22,145.0,50.0,3.0,89.0,38.7,13.0,42.71,1263.893,0.010285680828994226
13885247,male,33,190.0,97.0,24.0,100.0,40.8,134.0,38.36,1790.282,0.0748485434138309
11572170,female,51,157.0,60.0,21.0,103.0,40.4,130.0,21.44,1267.969,0.10252616586052182
19911268,male,45,195.0,99.0,2.0,83.0,37.9,7.0,42.71,1772.306,0.003949656549151219
12859596,female,33,175.0,67.0,25.0,101.0,41.1,140.0,23.9,1466.4019999999998,0.09547177377008488
15376017,male,47,198.0,97.0,7.0,91.0,39.3,34.0,42.71,1754.446,0.019379336839093368
19921858,female,70,175.0,74.0,9.0,79.0,40.0,34.0,42.71,1370.9210000000003,0.024800845562946365
19187230,female,77,160.0,63.0,8.0,92.0,39.5,44.0,42.71,1192.4239999999998,0.03689962630742086
10874559,female,35,172.0,71.0,11.0,85.0,39.9,42.0,6.59,1485.4360000000001,0.028274526805597815
11746700,female,44,161.0,60.0,2.0,89.0,38.4,9.0,42.71,1310.671,0.00686671178350631
10952850,female,71,164.0,60.0,18.0,97.0,40.5,107.0,35.39,1203.055,0.08894023963991671
16785115,female,54,174.0,75.0,9.0,87.0,39.6,39.0,42.71,1446.3500000000001,0.026964427697307013
14951529,female,63,166.0,68.0,26.0,108.0,40.8,178.0,23.9,1317.8670000000002,0.13506674042221253
13846186,female,50,149.0,55.0,13.0,101.0,40.4,79.0,20.0,1201.28,0.06576318593500266
10590765,male,63,200.0,105.0,15.0,102.0,40.3,113.0,9.79,1765.3380000000002,0.0640104048063317
15032837,female,30,163.0,58.0,22.0,109.0,40.5,143.0,16.05,1358.993,0.10522497172538785
15511677,female,33,163.0,57.0,4.0,84.0,38.7,16.0,42.71,1336.7559999999999,0.011969274871405105
18148848,male,38,189.0,91.0,24.0,100.0,40.5,137.0,22.31,1710.052,0.08011452283322379
13172849,male,20,183.0,81.0,17.0,97.0,40.5,71.0,39.13,1676.934,0.042339173754005824
18401432,female,67,159.0,62.0,13.0,94.0,40.2,72.0,10.05,1223.379,0.058853388851696824
14857446,male,24,188.0,90.0,14.0,103.0,40.1,76.0,9.49,1758.327,0.04322290449956123
12734403,male,30,197.0,103.0,27.0,109.0,40.5,187.0,23.9,1880.44,0.09944481078896428
11693744,female,35,145.0,49.0,18.0,103.0,40.2,109.0,28.1,1198.356,0.09095794571896831
10622381,female,63,176.0,79.0,29.0,111.0,40.5,204.0,23.9,1450.5639999999999,0.14063495302516815
18548803,female,50,157.0,60.0,6.0,91.0,39.4,29.0,42.71,1272.299,0.022793384259517612
18119523,male,33,200.0,101.0,17.0,98.0,40.5,91.0,6.58,1858.2499999999998,0.048970805865733893
13991141,female,36,163.0,58.0,4.0,84.0,39.0,16.0,42.71,1333.013,0.012002883692807198
10677750,male,75,187.0,97.0,7.0,84.0,39.1,36.0,42.71,1599.128,0.022512269186706756
17724752,male,56,184.0,93.0,13.0,97.0,39.9,80.0,25.53,1635.116,0.048926192392466344
17047475,female,50,182.0,75.0,22.0,111.0,40.6,151.0,9.56,1488.454,0.10144754221494248
18908393,male,24,183.0,80.0,27.0,116.0,40.6,195.0,23.9,1650.367,0.11815553752589576
19475479,female,32,172.0,72.0,8.0,80.0,39.5,26.0,42.71,1507.673,0.017245118802286703
10854360,male,49,193.0,100.0,22.0,99.0,40.5,138.0,7.62,1758.037,0.07849664142449789
17425584,female,77,170.0,65.0,3.0,89.0,39.0,15.0,42.71,1241.898,0.012078286622572869
15539064,male,67,171.0,75.0,19.0,97.0,40.5,120.0,12.15,1380.7659999999996,0.08690828134528228
14130669,male,23,182.0,81.0,30.0,112.0,41.0,197.0,23.9,1660.846,0.11861424840111606
15015988,male,37,192.0,95.0,21.0,98.0,40.7,114.0,38.92,1760.664,0.06474829950518668
13741485,female,35,163.0,59.0,20.0,107.0,40.6,127.0,1.22,1346.59,0.09431229995767086
